Issue Type,Summary,Issue key,Issue id,Status,Priority,Resolution,Created,Resolved,Custom field (Actual Start  Time),Custom field (Actual End Time),Custom field (End Time),Custom field (Start Time),Custom field (Customer),Custom field (Deployment Success),Customer Request Type,Assignee,Labels,Labels,Labels
Customer Service Request,Expiration certificates CMM prod,SMXBID-2329,105418,Resolved,Trivial,Done,19/Jan/21 09:59,19/Jan/21 14:38,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Jira accounts locked,SMXBID-2328,105412,Resolved,Minor,Done,19/Jan/21 08:08,21/Jan/21 08:55,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,Updated certificates for CMM,SMXBID-2327,105397,Closed,Trivial,Resolved,18/Jan/21 14:03,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,PROD - SOB_CT - EPEX - Received trades with unknown order from XBID ,SMXBID-2326,105344,Closed,Minor,Rejected,16/Jan/21 07:20,18/Jan/21 09:02,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for IMT, CROPEX",SMXBID-2324,105320,Resolved,Trivial,Done,15/Jan/21 12:01,15/Jan/21 15:07,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for IMT, CROPEX",SMXBID-2323,105319,Resolved,Trivial,Done,15/Jan/21 11:58,15/Jan/21 14:14,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Lack of reports in SOB WebGUI,SMXBID-2322,105289,Resolved,Minor,Not a Bug,15/Jan/21 08:17,15/Jan/21 09:22,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,cancellation of JIRA account,SMXBID-2321,105165,Resolved,Trivial,Done,13/Jan/21 13:56,14/Jan/21 09:59,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,new account for Pablo Bretones ,SMXBID-2320,105159,Resolved,Trivial,Done,13/Jan/21 13:40,15/Jan/21 13:42,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Minor / ReferenceData / OMIE (NEMO) / Acer reports missing in SFTP,SMXBID-2319,105089,Closed,Minor,Done,12/Jan/21 14:31,14/Jan/21 10:54,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Unlock Jira account,SMXBID-2318,105065,Closed,Minor,Resolved,12/Jan/21 10:12,29/Mar/21 10:37,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,To unlock the old JIRA account,SMXBID-2317,105063,Resolved,Minor,Done,12/Jan/21 09:34,13/Jan/21 13:36,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,Password reset - Shipment module,SMXBID-2315,105046,Closed,Minor,,11/Jan/21 15:54,,,,,,,,Password Reset & Account Unlock,,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for December 2020,SMXBID-2314,105045,Resolved,Minor,Done,11/Jan/21 15:52,23/Mar/21 08:07,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate creation for new Explicit user on ELES-HOPS border,SMXBID-2313,105013,Resolved,Trivial,Done,11/Jan/21 10:59,11/Jan/21 13:04,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,SFTP Connections to central systems,SMXBID-2312,104972,Closed,Minor,Resolved,08/Jan/21 14:48,27/Jan/21 14:17,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Minor - ECP - Outbound Files Distribution - TTN (TSO as DI)  - File encryption is using incorrect certificates,SMXBID-2311,104916,Closed,Minor,Done,08/Jan/21 08:27,27/Jan/21 10:57,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,Service Request - SM - SFTP - EPEX (NEMO) - Whitelist IP address,SMXBID-2310,104863,Resolved,Trivial,Done,07/Jan/21 17:51,21/Jan/21 09:08,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Incident,Test ticket,SMXBID-2309,104855,Closed,Minor,Rejected,07/Jan/21 16:08,07/Jan/21 16:10,,,,,,,,yn731,XBID-ServiceDesk,,
Incident,Operations Data Space Hits Threshold on SIMU/PROD Systems,SMXBID-2308,104847,Closed,Major,Declined,07/Jan/21 14:18,07/Jan/21 14:31,,,,,,,,,XBID-ServiceDesk,,
Incident,[Critical Incident][SOB][Trade Cancellation][OTE (NEMO)]Unknown reason for trade cancel,SMXBID-2307,104743,Closed,Minor,Resolved,05/Jan/21 17:35,05/Jan/21 17:43,,,,,,, Major Incident,tj898,XBID-ServiceDesk,,
Incident,Connection problem in SOB,SMXBID-2306,104742,Closed,Minor,Not a Bug,05/Jan/21 16:56,28/May/21 17:10,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,Internal error when trying to delete user,SMXBID-2305,104716,Resolved,Minor,Cannot Reproduce,05/Jan/21 12:49,29/Jan/21 07:44,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Problem,M7 ASIM - Cross-zonal capacity for 50HzT appears to be inactive,SMXBID-2304,104695,Closed,Minor,Rejected,04/Jan/21 15:34,04/Jan/21 15:38,,,,,,,Report a problem or bug,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for CMM and SM, JAO",SMXBID-2303,104683,Resolved,Trivial,Done,04/Jan/21 14:12,04/Jan/21 15:52,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,No Access to SMXBID / XBID ALL requests ,SMXBID-2302,104639,Resolved,Minor,Done,29/Dec/20 07:20,29/Dec/20 08:48,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Customer Service Request,Access to SMXBID requests,SMXBID-2301,104632,Closed,Minor,Done,28/Dec/20 15:46,28/Dec/20 16:03,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Incident,PROD - LTS_M7 - Some trades not coming from SOB to M7,SMXBID-2300,104621,Closed,Minor,Not a Bug,28/Dec/20 10:54,04/Feb/21 19:29,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Bug/Problem – CMM - Account Access – RTE (TSO) – Locked CMM account,SMXBID-2299,104620,Closed,Minor,Resolved,28/Dec/20 10:16,28/Dec/20 10:39,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,User CMMOPER1 is locked.,SMXBID-2298,104600,Resolved,Minor,Done,23/Dec/20 17:35,28/Dec/20 08:38,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Replacement SM certificate required,SMXBID-2297,104544,Resolved,Trivial,Done,21/Dec/20 12:09,21/Dec/20 16:02,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,IC SMS & EMAIL invites - amendment,SMXBID-2296,104533,Closed,Minor,Done,18/Dec/20 18:51,18/Jan/21 11:30,,,,,,,AlarmTilt Requests,ub113,XBID-ServiceDesk,,
Customer Service Request,expiration 26/12,SMXBID-2295,104501,Resolved,Trivial,Done,17/Dec/20 17:21,23/Dec/20 13:35,,,,,,,New Account & Certificate Requests,ub113,XBID-ServiceDesk,,
Problem,"Bug / SOB, PMI / Local View Update / EMCO[NEMO] / ""Flickering"" order updates in public order books",SMXBID-2294,104369,Closed,Minor,Not a Bug,15/Dec/20 13:54,07/Jan/21 13:15,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Customer Service Request,user can't access Jira IMT ,SMXBID-2293,104334,Resolved,Trivial,Done,14/Dec/20 16:24,21/Jan/21 08:54,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,PROD CMM certificate renewal for explicit participant,SMXBID-2292,104282,Resolved,Trivial,Done,13/Dec/20 07:25,14/Dec/20 09:41,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Maintenance,SIDC - ENV – Maintenance activity on replacing hardware components,SMXBID-2291,104265,Closed,Minor,Done,11/Dec/20 15:28,23/Mar/21 11:26,,,,,,,Maintenance Notification,ub113,XBID-ServiceDesk,,
Incident,Contract expiry issues with XBID_Quarter_Hour_Power,SMXBID-2290,104247,Closed,Major,Resolved,11/Dec/20 11:01,11/Dec/20 16:53,,,,,,, Major Incident,ub113,XBID-ServiceDesk,,
Incident,LITGRID cannot send NTC/CBS files to CMM PROD,SMXBID-2289,104234,Closed,Minor,Not a Bug,11/Dec/20 07:51,30/Dec/20 10:13,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for November 2020,SMXBID-2288,104221,Resolved,Minor,Done,10/Dec/20 16:29,23/Mar/21 08:03,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Incident,Minor incident - SM - Inbound Files Distribution - CEPS [TSO] - sFTP permission denied,SMXBID-2287,104209,Closed,Minor,Fixed,10/Dec/20 12:06,18/Dec/20 09:38,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,SVK not able to Send to XBID since 10:12,SMXBID-2286,104208,Closed,Minor,Resolved,10/Dec/20 12:05,14/Dec/20 08:18,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID (PROD) Cert Request for (CMM, SM and IMT), JAO",SMXBID-2285,104202,Resolved,Trivial,Done,10/Dec/20 09:36,11/Dec/20 13:38,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Unlock JIRA account Amber Hellmeister,SMXBID-2284,104201,Closed,Minor,Done,10/Dec/20 09:35,14/Dec/20 08:26,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,Service Request - SM - SFTP - EPEX (NEMO) - Whitelist IP address,SMXBID-2283,104126,Closed,Trivial,Done,08/Dec/20 16:24,13/Jan/21 08:16,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Request for certificates to new CMM user accounts,SMXBID-2282,104116,Resolved,Trivial,Done,08/Dec/20 14:38,09/Dec/20 12:03,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for SM and CMM, Energinet",SMXBID-2281,104046,Resolved,Trivial,Done,08/Dec/20 09:07,15/Dec/20 10:35,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Information for setting up a backup integration channel from NOIS to XBID CMM.,SMXBID-2280,103979,Closed,Minor,Not a Bug,07/Dec/20 17:11,08/Dec/20 09:15,,,,,,,Information Request,ub113,XBID-ServiceDesk,,
Customer Service Request,Missing certificates for CMM and SM,SMXBID-2279,103927,Closed,Trivial,Resolved,07/Dec/20 13:21,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,User pierre.mazollier@nordpoolgroup.com is not receiving IMT/JIRA email notifications,SMXBID-2278,103847,Closed,Minor,Done,03/Dec/20 10:19,11/Dec/20 15:06,,,,,,,XBID Service Desk (IMT) Questions & Issues,ub113,XBID-ServiceDesk,,
Customer Service Request,New account to XBID Service Desk - Fingrid,SMXBID-2277,103840,Resolved,Trivial,Done,03/Dec/20 09:05,07/Dec/20 16:56,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Major- CMM - Inbound Files - TTN  and other TSOs using ECP - Files not delivered to CMM,SMXBID-2276,103772,Closed,Major,Duplicate,01/Dec/20 13:16,05/Jan/21 10:58,,,,,,, Major Incident,lw641,Expiring_SLA,XBID-ServiceDesk,
Customer Service Request,Unlock JIRA account Amber Hellmeister,SMXBID-2275,103771,Closed,Minor,Resolved,01/Dec/20 13:07,01/Dec/20 13:36,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Incident,testing-please ignore,SMXBID-2274,103715,Closed,Minor,Declined,30/Nov/20 15:24,30/Nov/20 15:26,,,,,,,,yq577,XBID-ServiceDesk,,
Incident,Minor Incident - Shipping Module - OMIE - ComTrader and SM connection lost,SMXBID-2273,103586,Closed,Minor,Not a Bug,26/Nov/20 12:15,23/Dec/20 09:21,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Incident,testing 1345,SMXBID-2272,103575,Closed,Trivial,Declined,26/Nov/20 09:41,27/Nov/20 08:32,,,,,,, Minor Incident,yq577,XBID-ServiceDesk,,
Maintenance,testing,SMXBID-2271,103571,Closed,Trivial,Declined,26/Nov/20 09:19,27/Nov/20 08:32,,,,,,,,yq577,XBID-ServiceDesk,,
Incident,testing phase2,SMXBID-2270,103568,Closed,Minor,Declined,26/Nov/20 08:57,26/Nov/20 09:19,,,,,,,,yq577,XBID-ServiceDesk,,
Customer Service Request,New account locked with 403 error message (RTE - Timothy Charlot),SMXBID-2269,103532,Resolved,Minor,Done,25/Nov/20 14:59,07/Dec/20 09:18,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,E-mail certificates requested,SMXBID-2268,103515,Resolved,Trivial,Done,25/Nov/20 11:25,02/Dec/20 09:18,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Request for certificates to new CMM user accounts,SMXBID-2267,103475,Resolved,Trivial,Done,24/Nov/20 11:12,24/Nov/20 12:26,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,LTS cannot connect to SOB,SMXBID-2266,103471,Closed,Minor,Rejected,24/Nov/20 10:29,24/Nov/20 10:55,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal for Explicit users in CMM for GEN-I,SMXBID-2265,103465,Closed,Trivial,Done,24/Nov/20 08:33,24/Nov/20 12:47,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,user XBRTE100 locked in PROD,SMXBID-2264,103463,Resolved,Minor,Done,24/Nov/20 08:16,24/Nov/20 08:39,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,CMM preod account unlock for Fiongrid,SMXBID-2263,103449,Closed,Minor,Incomplete,23/Nov/20 14:30,23/Nov/20 14:41,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,Mail Certificates of XBID Mail Address expiring at 12.12.2020,SMXBID-2262,103444,Resolved,Trivial,Done,23/Nov/20 13:09,24/Nov/20 13:25,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,testing,SMXBID-2261,103415,Closed,Minor,Declined,23/Nov/20 07:44,26/Nov/20 08:56,,,,,,,,yq577,XBID-ServiceDesk,,
Customer Service Request,new account for Timothy Charlot,SMXBID-2260,103403,Resolved,Trivial,Done,20/Nov/20 15:43,23/Nov/20 10:15,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,CMM Account Access – RTE (TSO) – Locked CMM account,SMXBID-2259,103375,Closed,Minor,Duplicate,19/Nov/20 17:06,19/Nov/20 18:22,,,,,,,Password Reset & Account Unlock,yn731,XBID-ServiceDesk,,
Customer Service Request,unlock user XBRTE100 in PROD,SMXBID-2258,103372,Resolved,Minor,Done,19/Nov/20 16:42,20/Nov/20 09:16,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,Updated certificate for CMM prod,SMXBID-2257,103361,Closed,Trivial,Resolved,19/Nov/20 15:02,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Bug/Problem – CMM - Account Access – RTE (TSO) – Locked CMM account,SMXBID-2256,103346,Closed,Minor,Resolved,19/Nov/20 13:25,20/Nov/20 09:11,,,,,,,Password Reset & Account Unlock,oh856,XBID-ServiceDesk,,
Customer Service Request,replace email encryption,SMXBID-2255,103343,Resolved,Trivial,Resolved,19/Nov/20 12:54,25/Nov/20 10:38,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,No access to SMXBID requests,SMXBID-2254,103272,Resolved,Minor,Done,18/Nov/20 19:11,19/Nov/20 10:07,,,,,,,XBID Service Desk (IMT) Questions & Issues,yn731,XBID-ServiceDesk,,
Customer Service Request,new account for Olli Vaniala,SMXBID-2253,103268,Resolved,Trivial,Done,18/Nov/20 16:17,20/Nov/20 10:48,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,Some NTC and AAC files from NOIS are not received/shown on XBID CMM,SMXBID-2252,103181,Closed,Minor,Duplicate,16/Nov/20 13:31,23/Nov/20 14:40,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Problem,Password not received in email after password reset,SMXBID-2251,103178,Closed,Minor,Rejected,16/Nov/20 12:54,16/Nov/20 17:13,,,,,,,Report a problem or bug,yn731,XBID-ServiceDesk,,
Incident,"Alarmtilt messages received (SOB, SM, CMM down)",SMXBID-2250,103159,Resolved,Minor,Fixed,14/Nov/20 11:06,14/Nov/20 12:59,,,,,,, Minor Incident,,XBID-ServiceDesk,,
Customer Service Request,new accounts,SMXBID-2249,103155,Resolved,Trivial,Done,13/Nov/20 15:06,16/Nov/20 18:31,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Problem,Bug/Problem – CMM - Inbound/Outbound Files Distribution – RTE (TSO) – Non-reception of CBSand NTC files by XBID on 2020/11/11,SMXBID-2247,103137,Closed,Minor,Duplicate,13/Nov/20 10:57,13/Nov/20 12:35,,,,,,,Report a problem or bug,yn731,XBID-ServiceDesk,,
Customer Service Request,PROD SM certificate renewal,SMXBID-2246,103131,Resolved,Trivial,Done,13/Nov/20 09:35,16/Nov/20 09:48,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Visibility of closed hour instruments in the Market overview board.,SMXBID-2245,103124,Resolved,Minor,Not a Bug,12/Nov/20 17:03,02/Dec/20 15:25,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Incident,XBID-CMM-Activity Report- Border ELES-APG-TSOELES,SMXBID-2244,103084,Closed,Minor,Not a Bug,11/Nov/20 16:50,23/Jun/21 09:25,,,,,,, Minor Incident,yn731,XBID-ServiceDesk,,
Internal Support Request,Confluence Access Request,SMXBID-2242,103036,Closed,Minor,Done,11/Nov/20 09:06,11/Nov/20 09:13,,,,,,,,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request for SOB and CMM, TGE",SMXBID-2241,103028,Resolved,Trivial,Done,10/Nov/20 18:58,11/Nov/20 10:30,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,SIDC - Joint SC - XBID SLA Reports for October 2020,SMXBID-2239,103024,Closed,Minor,Resolved,10/Nov/20 17:24,29/Mar/21 10:37,,,,,,,XBID SLA Reporting,yn731,XBID-ServiceDesk,,
Customer Service Request,SIDC - PROD - Maintenance needed to replace SMIME certificates.,SMXBID-2238,103019,Closed,Minor,Resolved,10/Nov/20 16:46,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,yn731,XBID-ServiceDesk,,
Customer Service Request,"Production env., Cert. request for SOB Reporting User; OTE",SMXBID-2237,102980,Closed,Trivial,Done,10/Nov/20 12:44,11/Nov/20 10:56,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Incident,"[Ex post; 7 November] Critical Incident/ XBID systems / NEMOs & TSOs / Connectivity loss to multiple XBID modules ",SMXBID-2235,102975,Resolved,Minor,Resolved,10/Nov/20 11:18,14/Dec/20 10:32,,,,,,, Minor Incident,ub113,XBID-ServiceDesk,,
Customer Service Request,Request to share information on ECP End Point,SMXBID-2234,102958,Closed,Minor,Resolved,10/Nov/20 08:43,21/Dec/20 15:51,,,,,,,Information Request,yn731,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request, SM/SOB, BSP ",SMXBID-2233,102907,Resolved,Trivial,Done,09/Nov/20 11:04,09/Nov/20 17:00,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request, SM, BSP",SMXBID-2232,102903,Resolved,Trivial,Done,09/Nov/20 10:29,09/Nov/20 11:01,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID Common Cute TSO - SOB, login-password, for OPCOM",SMXBID-2231,102898,Closed,Minor,Rejected,09/Nov/20 09:54,09/Nov/20 10:08,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,XBID Password Reset,SMXBID-2230,102893,Closed,Minor,Rejected,09/Nov/20 09:08,11/Nov/20 16:28,,,,,,,Password Reset & Account Unlock,ub113,XBID-ServiceDesk,,
Customer Service Request,"IBEX SOB, SM, CMM Prod cert request ",SMXBID-2229,102887,Resolved,Trivial,Done,09/Nov/20 08:06,09/Nov/20 10:39,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Certifcate expiring,SMXBID-2228,102852,Closed,Trivial,Done,07/Nov/20 15:38,09/Nov/20 10:46,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Existing Certificate,SMXBID-2226,102787,Closed,Trivial,Done,06/Nov/20 11:14,06/Nov/20 13:56,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Problem,Bug/CMM/CEPS/TSO/ATC Values report issues,SMXBID-2225,102566,Closed,Minor,Resolved,05/Nov/20 13:45,09/Nov/20 15:02,,,,,,,Report a problem or bug,ub113,XBID-ServiceDesk,,
Customer Service Request,"XBID PROD Cert Request, SM/SOB, BSP",SMXBID-2224,102560,Resolved,Trivial,Done,05/Nov/20 11:24,06/Nov/20 10:58,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,New Certificates for EP needed for CMM and partial for SM and API,SMXBID-2223,102559,Closed,Trivial,Done,05/Nov/20 10:17,09/Nov/20 09:48,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,New certificates for PROD CMM and SM for HOPS,SMXBID-2222,102545,Resolved,Trivial,Done,04/Nov/20 15:22,06/Nov/20 14:04,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal for Explicit users. ,SMXBID-2220,102533,Resolved,Trivial,Done,04/Nov/20 12:58,04/Nov/20 13:32,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,Certificate renewal for Explicit user ,SMXBID-2219,102532,Resolved,Trivial,Done,04/Nov/20 12:50,04/Nov/20 13:35,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
Customer Service Request,"XBID CMM Cert Request for CMM, XBRTE006",SMXBID-2218,102522,Closed,Trivial,Resolved,04/Nov/20 10:26,29/Mar/21 10:37,,,,,,,New Account & Certificate Requests,oh856,XBID-ServiceDesk,,
