region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 2,26,26,Unmarried,2,14,High school degree,6,No,Female,1,Yes,Yes,No,Yes,7.8,36.5,38.7,0,27.9,204.25,884.2,914.5,0,764.55,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2.05412373369555,3.59731226058845,3.65583960003574, ,3.32862668882732,2.63905732961526,Total service,Yes
Zone 3,14,36,Unmarried,13,67,Post-undergraduate degree,4,No,Female,1,No,Yes,No,No,14.05,0,25.1,0,0,187.4,0,303.6,0,0,No,No,No,Yes,No,Yes,No,No,No,2.64262239577975, ,3.22286784613774, , ,4.20469261939097,Basic service,No
Zone 3,22,51,Unmarried,27,49,Some college,1,No,Male,1,No,Yes,Yes,No,9,0,30.45,17.5,0,150.7,0,649.1,370,0,No,No,Yes,No,No,No,Yes,No,Yes,2.19722457733622, ,3.41608599415591,2.86220088092947, ,3.89182029811063,Basic service,No
Zone 3,65,47,Married,18,37,Did not complete high school,15,No,Female,4,No,No,Yes,No,19.05,0,0,14,0,1174.6,0,0,900,0,No,No,No,No,No,No,No,No,No,2.94706710157271, , ,2.63905732961526, ,3.61091791264422,Basic service,No
Zone 3,26,45,Unmarried,18,33,Did not complete high school,9,No,Male,1,Yes,No,Yes,No,9.6,24.25,0,11.25,0,285.35,563.5,0,295,0,No,No,No,No,No,No,No,Yes,No,2.26176309847379,3.18841661738349, ,2.42036812865043, ,3.49650756146648,Basic service,No
Zone 1,20,37,Unmarried,5,46,Some college,10,No,Female,4,No,Yes,Yes,Yes,4.9,0,44.6,6.25,41.35,91.55,0,878,90,815.8,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.58923520511658, ,3.79773385902602,1.83258146374831,3.7220724214697,3.8286413964891,Total service,No
Zone 2,67,60,Married,32,93,Did not complete high school,21,No,Male,4,No,Yes,Yes,No,18.85,0,32,42.75,0,1200.7,0,2189.8,2665,0,Yes,No,No,No,No,No,No,No,Yes,2.93651291389402, ,3.46573590279973,3.75536919538277, ,4.53259949315326,E-service,No
Zone 1,34,55,Unmarried,2,48,High school degree,11,No,Male,1,No,No,No,No,4.25,0,0,0,0,143.35,0,0,0,0,No,No,No,No,No,No,No,No,No,1.44691898293633, , , , ,3.87120101090789,Basic service,No
Zone 1,37,54,Married,35,183,High school degree,22,No,Male,3,Yes,No,Yes,No,7.3,20.5,0,7.5,0,257.6,769.4,0,260,0,No,No,No,No,Yes,Yes,No,Yes,No,1.98787434815435,3.02042488614436, ,2.01490302054226, ,5.20948615284142,Plus service,No
Zone 2,22,23,Married,3,16,Did not complete high school,5,No,Male,4,No,No,Yes,No,5.4,0,0,8.5,0,120.4,0,0,205,0,No,No,No,No,No,No,No,No,No,1.68639895357023, , ,2.14006616349627, ,2.77258872223978,Basic service,No
Zone 2,5,69,Unmarried,0,11,High school degree,14,Yes,Male,1,Yes,No,Yes,No,6.65,9.75,0,8,0,35.2,44.8,0,30,0,No,No,No,No,No,No,No,No,No,1.89461685466776,2.27726728500976, ,2.07944154167984, ,2.39789527279837,Basic service,No
Zone 1,28,31,Married,0,42,College degree,5,No,Female,3,Yes,No,No,No,12.25,23.75,0,0,0,373.8,674.5,0,0,0,Yes,No,No,No,Yes,No,No,Yes,No,2.50552593699074,3.16758253048065, , , ,3.73766961828337,Plus service,No
Zone 1,20,41,Married,7,67,College degree,14,No,Female,4,No,No,No,No,7.25,0,0,0,0,149.1,0,0,0,0,No,No,No,No,No,No,No,No,No,1.98100146886658, , , , ,4.20469261939097,Basic service,No
Zone 3,72,41,Unmarried,20,181,College degree,12,No,Male,1,Yes,Yes,Yes,Yes,27.3,23.25,69.4,7.75,52.4,1963.95,1645.8,4980.8,520,3790.55,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.30688670219091,3.14630513203337,4.23988686751276,2.04769284336526,3.958906591327,5.19849703126583,Total service,No
Zone 2,30,43,Unmarried,18,53,College degree,6,No,Male,1,No,Yes,No,No,7,0,26.8,0,0,232.9,0,738.9,0,0,No,No,No,Yes,No,No,No,Yes,Yes,1.94591014905531, ,3.28840188751681, , ,3.97029191355212,Basic service,No
Zone 3,71,52,Unmarried,17,172,High school degree,32,No,Male,1,Yes,Yes,Yes,Yes,49.25,41.5,50.9,27.25,68.1,3599.3,3015.6,3469.15,1850,4828.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.8969093676181,3.72569342723665,3.92986292355648,3.30505352110925,4.22097721315547,5.14749447681345,Total service,No
Zone 2,56,44,Unmarried,24,87,High school degree,19,No,Male,1,Yes,No,Yes,No,14.75,42.25,0,16.25,0,822.25,2396.65,0,830,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.69124308278583,3.74360435380318, ,2.78809290877575, ,4.46590811865458,Plus service,No
Zone 1,8,29,Married,2,21,Post-undergraduate degree,0,No,Male,2,No,Yes,No,No,4.15,0,24.3,0,0,39.7,0,167.05,0,0,No,No,No,No,No,No,No,No,No,1.42310833424261, ,3.1904763503465, , ,3.04452243772342,Basic service,Yes
Zone 2,32,65,Unmarried,6,9,High school degree,30,Yes,Female,1,No,No,No,No,6.25,0,0,0,0,201.35,0,0,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.83258146374831, , , , ,2.19722457733622,E-service,No
Zone 2,46,47,Unmarried,22,144,Some college,22,No,Female,2,Yes,No,No,No,3.5,28.25,0,0,0,179.95,1284.55,0,0,0,No,No,No,No,No,Yes,Yes,Yes,No,1.25276296849537,3.34109345759245, , , ,4.969813299576,Plus service,Yes
Zone 3,60,45,Married,23,117,College degree,11,No,Male,3,Yes,Yes,Yes,Yes,12.4,28,51.7,19.5,52.9,755.7,1721.25,3035.75,1135,3094.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.51769647261099,3.3322045101752,3.94545778151438,2.9704144655697,3.96840333886425,4.76217393479776,Total service,No
Zone 2,42,32,Married,0,59,College degree,4,No,Female,6,Yes,Yes,Yes,Yes,16.7,38.25,53.45,22.75,72.6,681.5,1676.2,2253.95,880,2805.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.81540871942271,3.64414356027254,3.97874663747105,3.12456514539696,4.28496492183075,4.07753744390572,Total service,No
Zone 3,71,60,Married,39,508,College degree,35,No,Male,4,Yes,No,Yes,No,23.55,48.25,0,21,0,1665.6,3474.05,0,1465,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.15912582046243,3.87639582778499, ,3.04452243772342, ,6.23048144757848,Total service,No
Zone 2,72,63,Married,40,222,High school degree,43,Yes,Female,2,Yes,No,Yes,No,81.55,62.25,0,15.5,0,5988.5,4439.25,0,1150,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,4.40121632906702,4.13115853534482, ,2.7408400239252, ,5.40267738187228,Plus service,No
Zone 3,45,66,Unmarried,11,87,Some college,25,Yes,Female,1,No,No,Yes,No,6.05,0,0,21.25,0,306.9,0,0,880,0,No,No,No,No,Yes,No,No,No,No,1.80005827204275, , ,3.05635689537043, ,4.46590811865458,Basic service,No
Zone 3,5,31,Unmarried,4,34,Did not complete high school,9,No,Male,1,Yes,Yes,Yes,Yes,1.6,17.25,31.1,12.75,19.85,6.15,78.85,128.95,60,69.9,No,Yes,No,No,Yes,Yes,Yes,Yes,No,.470003629245736,2.84781214347737,3.43720781918519,2.54553127160444,2.9882040071332,3.52636052461616,Plus service,Yes
Zone 2,17,38,Married,19,18,College degree,0,No,Female,4,No,No,No,No,8.55,0,0,0,0,162.25,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.14593128294867, , , , ,2.89037175789616,E-service,No
Zone 2,70,55,Unmarried,12,65,Some college,24,No,Male,1,Yes,No,Yes,No,26.7,42.75,0,20.5,0,1874.25,2921.35,0,1465,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,3.2846635654062,3.75536919538277, ,3.02042488614436, ,4.17438726989564,Plus service,No
Zone 3,57,57,Married,19,130,Some college,27,No,Female,2,No,Yes,Yes,No,13.55,0,30.65,12.75,0,849,0,1761.4,685,0,Yes,No,No,Yes,No,No,No,No,Yes,2.60638654732571, ,3.42263266238222,2.54553127160444, ,4.86753445045558,E-service,No
Zone 1,20,33,Unmarried,13,44,Some college,8,No,Female,1,No,Yes,No,No,6.4,0,29.05,0,0,124.45,0,550.75,0,0,Yes,No,No,No,No,No,Yes,Yes,Yes,1.85629799036563, ,3.36901848329792, , ,3.78418963391826,E-service,No
Zone 1,72,52,Married,21,63,Did not complete high school,24,No,Male,3,Yes,No,Yes,No,41.95,25.75,0,33.25,0,3114.75,1871.95,0,2305,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.73647843291322,3.24843462710975, ,3.50405476710186, ,4.14313472639153,Plus service,No
Zone 3,32,50,Unmarried,28,57,College degree,20,No,Male,1,Yes,No,Yes,Yes,4.6,38.5,0,37.75,23.5,123,1267.1,0,1205,707.4,No,No,No,No,Yes,Yes,Yes,Yes,No,1.52605630349505,3.65065824129374, ,3.63098547569503,3.15700042115011,4.04305126783455,Plus service,No
Zone 3,22,57,Married,7,264,Did not complete high school,35,No,Female,2,No,No,Yes,No,3,0,0,6,0,68.35,0,0,105,0,No,No,No,No,Yes,No,Yes,Yes,No,1.09861228866811, , ,1.79175946922805, ,5.57594910314632,Plus service,No
Zone 2,6,24,Unmarried,2,28,Did not complete high school,5,No,Male,2,Yes,No,Yes,No,4.4,9,0,28.25,0,35.1,57.8,0,155,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.48160454092422,2.19722457733622, ,3.34109345759245, ,3.3322045101752,Plus service,Yes
Zone 3,32,23,Married,2,26,Some college,1,No,Female,6,Yes,Yes,Yes,No,11,24,31.1,28.25,0,325,796.95,856.2,880,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.39789527279837,3.17805383034795,3.43720781918519,3.34109345759245, ,3.25809653802148,Total service,No
Zone 1,38,33,Unmarried,3,38,College degree,0,No,Male,1,No,Yes,Yes,No,10.95,0,27.2,12.25,0,412.8,0,958.85,465,0,Yes,No,No,Yes,No,No,No,No,Yes,2.39333945626251, ,3.30321697330195,2.50552593699074, ,3.63758615972639,E-service,No
Zone 1,53,35,Unmarried,15,59,Some college,5,No,Female,1,Yes,No,Yes,No,16.85,23.25,0,18.5,0,888.45,1250.7,0,995,0,No,No,Yes,No,No,Yes,Yes,No,No,2.82435065679837,3.14630513203337, ,2.91777073208428, ,4.07753744390572,Plus service,No
Zone 3,37,76,Unmarried,38,117,College degree,21,No,Female,1,No,No,Yes,No,7.5,0,0,6.25,0,273.7,0,0,230,0,No,No,No,No,No,No,No,No,No,2.01490302054226, , ,1.83258146374831, ,4.76217393479776,Basic service,No
Zone 1,47,35,Married,13,70,College degree,9,No,Female,2,Yes,Yes,No,Yes,10.75,33,47.4,0,45.85,551,1556.2,2138.25,0,2168.4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.37490575457367,3.49650756146648,3.85862222870103, ,3.82537519870247,4.24849524204936,Total service,Yes
Zone 3,69,59,Unmarried,37,104,High school degree,13,No,Male,1,Yes,No,Yes,No,16,30.5,0,13.75,0,1120.75,2104.65,0,925,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.77258872223978,3.41772668361337, ,2.62103882411258, ,4.64439089914137,Plus service,No
Zone 3,63,56,Unmarried,17,71,Some college,18,No,Female,1,No,No,Yes,No,18.4,0,0,24.75,0,1162.9,0,0,1510,0,No,No,No,No,No,No,No,Yes,No,2.91235066461494, , ,3.2088254890147, ,4.26267987704132,Basic service,No
Zone 1,61,34,Married,0,70,Some college,7,No,Female,3,Yes,Yes,Yes,Yes,18.85,30,51.95,18.75,47.3,1230.7,1820.3,3045.8,1095,2840.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.93651291389402,3.40119738166216,3.95028171754524,2.93119375241642,3.85651029549789,4.24849524204936,Total service,Yes
Zone 1,56,38,Married,8,56,College degree,10,No,Male,2,Yes,Yes,Yes,Yes,25.1,26.75,44.95,11.5,27.4,1418.35,1435.25,2451.85,645,1553.5,No,No,Yes,Yes,Yes,Yes,No,No,Yes,3.22286784613774,3.28653447334202,3.80555076091763,2.4423470353692,3.31054301339402,4.02535169073515,Total service,No
Zone 3,40,57,Married,18,68,Did not complete high school,23,No,Male,2,Yes,No,No,No,13.35,25.75,0,0,0,572.4,987.7,0,0,0,No,No,No,No,No,Yes,No,Yes,No,2.59151638484626,3.24843462710975, , , ,4.21950770517611,Plus service,No
Zone 2,61,45,Unmarried,21,80,High school degree,13,No,Female,1,No,No,Yes,No,18.1,0,0,35.25,0,1114.75,0,0,2200,0,Yes,No,No,No,No,No,No,No,No,2.89591193827178, , ,3.56246552925828, ,4.38202663467388,E-service,No
Zone 2,16,26,Unmarried,7,21,College degree,1,No,Male,6,Yes,Yes,No,Yes,3.55,11,44.75,0,30.8,56.85,182.25,638.55,0,438.4,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,1.26694760348732,2.39789527279837,3.80109144472086, ,3.42751468997953,3.04452243772342,Total service,No
Zone 2,7,43,Unmarried,4,69,Some college,5,No,Female,1,No,No,No,No,4.45,0,0,0,0,36.85,0,0,0,0,No,No,No,No,No,No,No,No,No,1.49290409617815, , , , ,4.23410650459726,Basic service,No
Zone 3,20,31,Married,10,39,High school degree,3,No,Female,2,No,No,No,No,7.75,0,0,0,0,148.75,0,0,0,0,No,No,No,No,No,No,No,No,No,2.04769284336526, , , , ,3.66356164612965,Basic service,No
Zone 2,35,38,Unmarried,7,90,High school degree,18,No,Male,4,Yes,No,Yes,No,6.8,17.75,0,14,0,245.95,558.35,0,425,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1.91692261218206,2.87638551592142, ,2.63905732961526, ,4.49980967033027,E-service,No
Zone 1,60,37,Married,12,64,Post-undergraduate degree,1,No,Female,2,No,No,Yes,No,14.85,0,0,17.5,0,978.35,0,0,970,0,Yes,No,No,No,No,No,No,No,No,2.69799986524871, , ,2.86220088092947, ,4.15888308335967,E-service,No
Zone 2,47,25,Unmarried,2,28,High school degree,6,No,Male,1,Yes,Yes,Yes,Yes,7.75,19.75,35.15,17,31.15,315.9,859.6,1535.05,770,1448.4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.04769284336526,2.98315349134713,3.55962461825667,2.83321334405622,3.43881424523346,3.3322045101752,Total service,No
Zone 2,33,28,Married,3,24,High school degree,0,No,Female,6,No,No,Yes,No,7.5,0,0,15.75,0,224.25,0,0,485,0,No,No,No,No,No,No,No,No,Yes,2.01490302054226, , ,2.75684036527164, ,3.17805383034795,Basic service,No
Zone 3,12,34,Unmarried,2,44,High school degree,7,No,Male,1,No,No,No,No,4.05,0,0,0,0,48.85,0,0,0,0,No,No,No,No,No,No,No,No,No,1.39871688111845, , , , ,3.78418963391826,Basic service,No
Zone 1,10,31,Unmarried,0,32,College degree,7,No,Female,2,No,Yes,No,No,5.4,0,28.35,0,0,60.15,0,253.35,0,0,Yes,No,Yes,Yes,No,No,No,No,Yes,1.68639895357023, ,3.34462703017376, , ,3.46573590279973,E-service,Yes
Zone 2,69,33,Married,9,52,College degree,9,No,Female,3,No,No,Yes,No,29.95,0,0,29,0,2142.8,0,0,1915,0,Yes,No,No,No,No,No,Yes,Yes,No,3.39952932456146, , ,3.36729582998647, ,3.95124371858143,Plus service,No
Zone 1,23,20,Unmarried,1,15,Some college,0,No,Female,1,No,No,No,No,7.5,0,0,0,0,199.65,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.01490302054226, , , , ,2.70805020110221,E-service,No
Zone 1,53,31,Unmarried,10,46,Some college,6,No,Male,2,Yes,Yes,Yes,No,27.1,18.5,42.5,37.5,0,1408.35,935,2297.85,2015,0,Yes,No,Yes,Yes,No,No,No,No,No,3.29953372788566,2.91777073208428,3.74950407593037,3.62434093297637, ,3.8286413964891,E-service,No
Zone 2,60,57,Married,14,107,High school degree,33,No,Female,2,Yes,No,Yes,Yes,17.55,30.75,0,21.25,46.7,1035.2,1863.15,0,1245,2640,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.86505394991188,3.42588999425253, ,3.05635689537043,3.84374416467485,4.67282883446191,Plus service,No
Zone 2,33,33,Unmarried,7,56,High school degree,11,No,Male,1,No,No,Yes,No,13.45,0,0,16,0,470.9,0,0,470,0,No,No,No,No,No,Yes,No,No,No,2.59897910604785, , ,2.77258872223978, ,4.02535169073515,Basic service,No
Zone 3,67,40,Married,21,40,College degree,7,No,Female,4,No,Yes,Yes,Yes,24.35,0,46.6,15.25,37.45,1585.85,0,3013.25,1015,2396.15,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.1925318495286, ,3.8416005411316,2.72457950305342,3.62300670996323,3.68887945411394,Total service,No
Zone 3,15,38,Married,5,56,Some college,13,No,Male,3,Yes,No,Yes,No,5.4,18,0,15,0,76.75,274.95,0,225,0,No,No,No,No,Yes,Yes,Yes,No,No,1.68639895357023,2.89037175789616, ,2.70805020110221, ,4.02535169073515,Plus service,No
Zone 3,64,31,Married,5,46,High school degree,7,No,Female,4,No,Yes,Yes,Yes,24.15,0,34.8,17.75,33.2,1546.55,0,2214.1,1115,2148.15,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3.18428438009858, ,3.54961738678043,2.87638551592142,3.50254987592244,3.8286413964891,E-service,No
Zone 2,46,49,Married,13,51,High school degree,21,No,Male,2,No,No,Yes,No,7.25,0,0,21.75,0,329.95,0,0,945,0,No,No,No,No,No,No,No,No,No,1.98100146886658, , ,3.07961375753469, ,3.93182563272433,Basic service,Yes
Zone 2,72,60,Married,33,12,Did not complete high school,20,Yes,Male,3,Yes,No,Yes,Yes,53.75,68.5,0,10.25,43.95,3776.1,4938.6,0,780,3102.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.98434366700777,4.22683374526818, ,2.32727770558442,3.78305262413119,2.484906649788,Total service,No
Zone 1,61,43,Married,6,34,Post-undergraduate degree,6,No,Male,3,Yes,Yes,Yes,Yes,25.05,39,56.8,32.75,51,1541.9,2536.1,3279.9,1980,3182.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.22087382753087,3.66356164612965,4.03953632572711,3.48890296208126,3.93182563272433,3.52636052461616,Total service,Yes
Zone 3,54,27,Unmarried,3,27,High school degree,6,No,Female,5,Yes,Yes,Yes,Yes,12.4,35,48.3,5.75,43.5,660.85,1919.75,2484.3,315,2259.8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.51769647261099,3.55534806148941,3.87743156065853,1.74919985480926,3.77276093809464,3.29583686600433,Total service,No
Zone 3,28,36,Unmarried,3,42,Some college,7,No,Female,1,Yes,No,Yes,No,12.9,28.25,0,14,0,363.65,820.15,0,370,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2.55722731136763,3.34109345759245, ,2.63905732961526, ,3.73766961828337,Plus service,No
Zone 2,28,38,Unmarried,8,119,Post-undergraduate degree,2,No,Male,3,No,Yes,No,Yes,5.05,0,46.9,0,42.65,141.95,0,1262.7,0,1189.9,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,1.61938824328727, ,3.84801767545223, ,3.75302727393769,4.77912349311153,Total service,Yes
Zone 2,32,43,Unmarried,13,146,Did not complete high school,27,No,Female,1,Yes,No,Yes,Yes,18.3,33.5,0,15.5,17.45,546.35,1090.65,0,510,559.45,No,No,No,No,Yes,Yes,Yes,Yes,No,2.90690105984738,3.51154543883102, ,2.7408400239252,2.85933964864844,4.98360662170834,Plus service,No
Zone 2,52,46,Unmarried,17,51,High school degree,13,No,Female,3,No,No,Yes,No,12.5,0,0,15,0,638.7,0,0,755,0,Yes,No,No,No,No,No,No,No,No,2.52572864430826, , ,2.70805020110221, ,3.93182563272433,E-service,No
Zone 1,48,62,Unmarried,33,86,Did not complete high school,22,Yes,Female,1,Yes,Yes,Yes,Yes,16.35,33.5,38.95,18.75,30.6,729.3,1613.6,1763.1,920,1408.5,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.79422789734326,3.51154543883102,3.66227877231676,2.93119375241642,3.42100000895834,4.45434729625351,Plus service,No
Zone 3,52,42,Married,17,27,Some college,8,No,Female,2,Yes,No,Yes,No,19.65,31,0,19.75,0,1008.8,1661.3,0,1050,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2.97807733831527,3.43398720448515, ,2.98315349134713, ,3.29583686600433,Plus service,No
Zone 1,37,43,Unmarried,8,38,Some college,9,No,Male,1,No,No,No,No,8.1,0,0,0,0,289.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.09186406167839, , , , ,3.63758615972639,E-service,No
Zone 1,41,52,Unmarried,26,928,Some college,29,No,Male,3,Yes,No,Yes,No,7.65,25,0,13.5,0,344,1060.65,0,465,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.03470564783844,3.2188758248682, ,2.60268968544438, ,6.8330317327862,Plus service,No
Zone 2,43,27,Married,3,21,High school degree,1,No,Female,3,No,No,Yes,No,12.65,0,0,16.5,0,558.85,0,0,760,0,Yes,No,No,No,No,No,No,No,No,2.53765721517353, , ,2.80336038090653, ,3.04452243772342,E-service,No
Zone 3,67,60,Unmarried,24,24,Did not complete high school,6,No,Female,1,No,No,Yes,No,25.1,0,0,21.5,0,1659.1,0,0,1530,0,Yes,Yes,No,No,No,No,Yes,Yes,No,3.22286784613774, , ,3.06805293513362, ,3.17805383034795,Plus service,No
Zone 3,61,52,Married,30,91,Did not complete high school,25,No,Female,2,No,No,Yes,No,13.8,0,0,47,0,840.15,0,0,2790,0,No,No,No,No,No,No,No,No,No,2.62466859216316, , ,3.85014760171006, ,4.51085950651685,Basic service,No
Zone 3,70,39,Married,20,38,High school degree,8,No,Female,4,Yes,No,Yes,No,30.3,26.5,0,51.25,0,2201,1981.65,0,3450,0,Yes,No,No,No,Yes,No,No,Yes,No,3.41114771251532,3.27714473299218, ,3.93671561801852, ,3.63758615972639,Plus service,No
Zone 3,44,32,Married,1,96,College degree,5,No,Female,4,Yes,Yes,Yes,Yes,5.25,22,61.95,8.75,57.8,213.45,951.95,2803.5,360,2451.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.65822807660353,3.09104245335832,4.12632760807515,2.16905370036952,4.05698877567833,4.56434819146784,Total service,No
Zone 3,46,45,Unmarried,12,96,Some college,17,No,Male,1,No,Yes,Yes,No,10.95,0,24.5,9.75,0,504.3,0,1032.75,410,0,Yes,No,No,Yes,No,No,No,No,Yes,2.39333945626251, ,3.19867311755068,2.27726728500976, ,4.56434819146784,E-service,No
Zone 3,39,34,Unmarried,2,54,Some college,5,No,Male,1,No,No,Yes,No,6.5,0,0,13.25,0,265.45,0,0,460,0,No,No,No,No,No,No,No,No,No,1.87180217690159, , ,2.58399755243223, ,3.98898404656427,Basic service,No
Zone 2,39,59,Unmarried,20,1668,College degree,27,No,Female,1,Yes,No,No,No,8.2,15,0,0,0,303.95,595.6,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2.10413415427021,2.70805020110221, , , ,7.41938058291869,E-service,No
Zone 2,50,29,Married,10,53,College degree,0,No,Female,4,Yes,Yes,Yes,Yes,13.2,46,53.15,11.5,46.4,593.35,2412.65,2499,540,2280,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.58021682959233,3.8286413964891,3.97311810478796,2.4423470353692,3.83729945923221,3.97029191355212,Total service,No
Zone 3,5,31,Unmarried,1,21,Some college,1,No,Female,2,No,No,No,No,2.6,0,0,0,0,16.1,0,0,0,0,No,No,No,No,No,No,No,No,Yes,.955511445027436, , , , ,3.04452243772342,Basic service,Yes
Zone 2,10,34,Unmarried,1,52,Post-undergraduate degree,3,No,Female,1,No,Yes,No,Yes,4.3,0,32.55,0,25.4,47.45,0,332,0,255.7,Yes,No,No,Yes,No,No,No,No,Yes,1.45861502269952, ,3.48277736865458, ,3.23474917402449,3.95124371858143,E-service,Yes
Zone 1,72,69,Unmarried,45,17,Some college,36,Yes,Female,1,No,No,Yes,No,38.2,0,0,28.25,0,2751.65,0,0,2005,0,Yes,No,No,No,No,No,No,No,No,3.64283551561253, , ,3.34109345759245, ,2.83321334405622,E-service,No
Zone 2,68,60,Unmarried,40,262,High school degree,39,No,Female,1,No,No,Yes,No,31.6,0,0,26,0,2112.25,0,0,1690,0,Yes,No,No,No,Yes,Yes,Yes,No,No,3.45315712059287, , ,3.25809653802148, ,5.5683445037611,Plus service,No
Zone 3,58,28,Unmarried,5,34,Post-undergraduate degree,1,No,Female,1,No,Yes,Yes,No,19.9,0,41.7,23.75,0,1144.6,0,2275.7,1335,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.99071973173045, ,3.73050112880476,3.16758253048065, ,3.52636052461616,E-service,No
Zone 3,18,44,Married,10,107,Did not complete high school,19,No,Female,7,No,No,No,No,2.25,0,0,0,0,41.8,0,0,0,0,No,No,No,No,No,No,No,No,No,.810930216216329, , , , ,4.67282883446191,Basic service,No
Zone 1,65,45,Married,25,67,Post-undergraduate degree,13,No,Female,2,Yes,Yes,Yes,No,9.85,20.75,27.65,36,0,671.2,1391.85,1729.2,2305,0,Yes,No,No,No,No,Yes,No,Yes,No,2.287471455184,3.03254624667671,3.31962572796834,3.58351893845611, ,4.20469261939097,Plus service,No
Zone 3,8,45,Unmarried,1,37,College degree,0,No,Male,1,No,Yes,No,No,4.65,0,32.05,0,0,64.45,0,207.85,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.53686721959926, ,3.46729718336668, , ,3.61091791264422,E-service,Yes
Zone 2,1,20,Unmarried,1,21,High school degree,0,No,Female,2,No,Yes,No,No,.9,0,23.85,0,0,.9,0,23.85,0,0,No,Yes,Yes,No,Yes,No,No,No,Yes,-.105360515657826, ,3.17178421733435, , ,3.04452243772342,Basic service,Yes
Zone 3,42,58,Unmarried,7,22,Did not complete high school,4,No,Female,1,No,No,No,No,3.6,0,0,0,0,166.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.28093384546206, , , , ,3.09104245335832,E-service,No
Zone 1,4,25,Married,3,71,Some college,3,No,Female,5,No,Yes,No,No,3.6,0,28.7,0,0,14.95,0,110.15,0,0,No,Yes,No,Yes,No,No,No,No,Yes,1.28093384546206, ,3.35689712276558, , ,4.26267987704132,Basic service,No
Zone 3,17,35,Unmarried,4,77,Some college,8,No,Female,1,Yes,No,No,No,8.1,15,0,0,0,144.4,251.1,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,2.09186406167839,2.70805020110221, , , ,4.34380542185368,Plus service,No
Zone 2,8,24,Married,1,18,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,2.95,17,39.3,20,34.3,16.8,134.25,296.7,165,260.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.08180517035173,2.83321334405622,3.67122451887522,2.99573227355399,3.53514535417189,2.89037175789616,Total service,Yes
Zone 1,49,37,Married,17,50,High school degree,12,No,Female,2,No,No,Yes,No,4.2,0,0,16.5,0,243.1,0,0,800,0,Yes,No,No,No,No,No,No,No,No,1.43508452528932, , ,2.80336038090653, ,3.91202300542815,E-service,No
