case,weighta,weightq,a049,a062,a071,a121,a124,a1661,a172,b010,b1661,b216,b260,g018,g019,c11111,c11121,c11122,c11131,c11141,c11142,c11151,c11211,c11221,c11231,c11241,c11251,c11252,c11253,c11311,c11321,c11331,c11341,c11411,c11421,c11431,c11441,c11451,c11461,c11471,c11511,c11521,c11522,c11531,c11541,c11551,c11611,c11621,c11631,c11641,c11651,c11661,c11671,c11681,c11691,c11711,c11721,c11731,c11741,c11751,c11761,c11771,c11781,c11811,c11821,c11831,c11841,c11851,c11861,c11911,c11921,c11931,c11941,c12111,c12121,c12131,c12211,c12221,c12231,c12241,c21111,c21211,c21212,c21213,c21214,c21221,c21311,c22111,c22121,c22131,cb1111,cb1112,cb1113,cb1114,cb1115,cb1116,cb111c,cb111d,cb111e,cb111f,cb111g,cb111h,cb111i,cb111j,cb1121,cb1122,cb1123,cb1124,cb1125,cb1126,cb1127,cb1128,cb112b,cb1213,c31111,c31211,c31212,c31221,c31222,c31231,c31232,c31233,c31234,c31311,c31312,c31313,c31314,c31315,c31411,c31412,c31413,c32111,c32121,c32131,c32211,c41211,c43111,c43112,c44211,c45112,c45114,c45212,c45214,c45222,c45312,c45411,c45412,c45511,c51113,c51114,c51212,c51311,c52111,c52112,c53111,c53121,c53122,c53131,c53132,c53133,c53141,c53151,c53161,c53171,c53211,c53311,c53312,c53313,c53314,c54111,c54121,c54131,c54132,c54141,c55111,c55112,c55211,c55212,c55213,c55214,c56111,c56112,c56121,c56122,c56123,c56124,c56125,c56211,c56221,c56222,c56223,c61111,c61112,c61211,c61311,c61312,c61313,c62111,c62112,c62113,c62114,c62211,c62212,c62311,c62321,c62322,c62331,c63111,c71112,c71122,c71212,c71311,c71411,c72111,c72112,c72113,c72114,c72115,c72211,c72212,c72213,c72313,c72314,c72411,c72412,c72413,c72414,c73112,c73212,c73213,c73214,c73311,c73312,c73411,c73512,c73513,c73611,c81111,c82111,c82112,c82113,c83112,c83114,c83115,c91111,c91112,c91113,c91121,c91122,c91123,c91124,c91125,c91126,c91127,c91128,c91211,c91221,c91311,c91411,c91412,c91413,c91511,c92111,c92112,c92114,c92116,c92117,c92211,c92221,c92311,c93111,c93112,c93113,c93114,c93211,c93212,c93311,c93312,c93313,c93411,c93412,c93511,c94111,c94112,c94113,c94115,c94211,c94212,c94221,c94232,c94236,c94238,c94239,c94241,c94242,c94243,c94244,c94245,c94246,c94311,c94312,c94313,c94314,c94315,c94316,c94319,c9431a,c9431b,c9431c,c9431d,c9431e,c9431f,c9431i,c95111,c95211,c95212,c95311,c95411,ca1113,ca2113,ca3113,ca4113,ca5113,cb2114,cc1111,cc1211,cc1311,cc1312,cc1313,cc1314,cc1315,cc1316,cc1317,cc3111,cc3112,cc3211,cc3221,cc3222,cc3223,cc3224,cc4111,cc4112,cc4121,cc4122,cc5213,cc5412,cc5413,cc6212,cc6214,cc7111,cc7112,cc7113,cc7114,cc7115,cc7116,ck1211,ck1313,ck1314,ck1315,ck1316,ck1411,ck2111,ck3111,ck3112,ck4111,ck4112,ck5111,ck5113,ck5115,ck5116,ck5212,ck5213,ck5214,ck5215,ck5216,ck5221,ck5222,ck5223,ck5316,a054,a056,a060,a091,a093,a094,p344,p348,p352,p396,sexhrp,a055,a190,gor,gorx,p389,year,p600,p601,p602,p603,p604,p605,p606,p607,p608,p609,p610,p611,p612,p620p,p630p,incanon,a070p,p396p,incranges,se,pt,ft,re,ue,ua,Childband,foodban,ageban
4218,3.056725,12.2269,5,1 man; 1 woman; 3c,Highest age - all male,Housing association,0,No home computer,Internet connection in household,0,0,0,0,2,3,0,1.5,0.67,0.31,0.495,0,1.595,0.76,1.89,1.995,1.985,0.49,0,0,0,0,0,0.31,4.015,0,0,0.185,1.125,0,0,0.99,0,0,0,1.24,0,0,0.99,1.26,0,0,0,0,0,0,0.265,0,0.885,1.745,0,0.92,1.92,1.62,0.34,0,0,0.73,0,0,0,0,0.655,0,0,0.795,0,0,0,2.18,0,0,0,0,0,0,0,0,11.225,0,0,11.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0.6,0,1.435,0,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.57,0.5,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.725,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0.45,0,0,0,0,0,0,0,0,0,0,0.71,0.59,0.49,0,0,0,3.475,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.88,1,1,320 - 339.999 pw,Own account workers (non-professional),Self-employed,Small Employers and Own Account Workers,420.219,352.744,420.219,36,Male,October,Not recorded,South East,South East,420.124,2004,243.595,39.94,11.225,2,4.98,11.01,0,11.375,0,137.215,0,17.545,8.305,17.31,260.905,508.219,36,36,Medium-high income,1,0,0,0,0,0,More than two children,From £ 20 to £ 40,From 30 to 55 years
4219,3.662275,14.6491,2,One man and 1 woman,Highest age - all female,Owned with mortgage,2,Home computer present,Internet connection in household,0,0,0,0,2,0,0,1.58,1.55,0.135,3.55,0.495,1.785,0.69,0,0,3,0,2.54,0.495,0,0.58,1.86,2.52,0,3.555,0,0.445,0.33,0.75,1.18,0,0.445,0,0,0,0,2.975,0.955,0.53,0.335,3.17,0,1.99,0,0.48,0,0.215,4.355,1.64,0,0.885,0.74,1.72,0,0,0,0,0,0,0.47,0,0.995,0,0.845,0,0,0.17,0.37,0.67,0,0,0,0,0,0,0,0,0,0,0,6.55,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,1.55,3.535,0,0,0,0,0,0,24,13,0,0,0,3.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.165,0,0.695,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.62,0,0,0,0,0,0,0,0,0,0,38.615,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.595,0,0,1.495,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0.25,0,0,0,3.46,0,4.5,13.75,0,0,0,0,6,0,0,0,0,0,0,0,18.695,3.29,1.625,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,27.69,40,0,0,0,0,0,0,0,0,0,0,0,2,2,1000 or more,Intermediate sales and service,Fulltime employee,Intermediate,1705.3,0,1321.44,47,Male,October,Home Computer access to NET,South East,South East,1189.6576,2004,406.49,59.57,0,40.495,25.15,2.18,0,94.915,13.85,131.745,0,13.685,24.9,278.12,684.61,1705.3,49,47,High income,0,0,1,0,0,0,No children,From £ 40 to £ 60,From 30 to 55 years
4230,5.09275,20.371,1,One man,Highest age - all male,Housing association,0,No home computer,No internet connection,0,0,0,0,1,0,0,0.495,0,0,0,0,0,2.5,0,0,0.875,0,2.605,0,0,0,0,2.99,0,0.2,0,0,0,0.285,0.495,0.78,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0.395,0.395,0.545,1.645,0,0.17,0.645,0,0,1.485,0,0,0,0,0,0,0,0,0.645,0,0,0,0,2,0,0,2.5,0,13.455,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,6.125,0,0,4.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110 - 119.999 pw,Not classifiable for other reasons,Unoc - under min ni age,Not classifiable for other reasons,109.272,100.042,109.272,63,Male,June,Not recorded,South East,South East,109.272,2004,76.585,19.225,20.855,0,10,1.075,0,1.75,4.25,6.205,0,10.45,2.775,5.92,82.505,173.3456058,63,63,Low income,0,0,0,0,0,1,No children,£ 20 or less,More than 55 years
4234,6.28935,25.1574,2,One man and 1 woman,Highest age - all female,Local Authority rented unfurnished,0,No home computer,No internet connection,0,0,0,0,2,0,0,3.81,0.245,0.575,0.745,0,0,0.875,0,0,0,0.5,0,0,0,0,0,0,0,5.24,0,0,0.495,0,0,0.495,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,1.44,0,0,0,0,0,2.36,0,0,0,0.31,0,0,0,0.415,0,0,0,0,0,0,0,0,6.49,25.31,0,0,7.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,5,0,2.5,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.07,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.75,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120 - 129.999 pw,Not classifiable for other reasons,Unoc - under min ni age,Not classifiable for other reasons,122.542,122.542,122.542,26,Female,June,Not recorded,South East,South East,122.542,2004,169.605,21.275,31.8,41.95,3.5,53.205,0,2.85,2.5,2.92,0,7.265,2.34,2.67,172.275,208.412,26,26,Low income,0,0,0,0,0,1,No children,From £ 20 to £ 40,Less than 30 years
4250,2.94555,11.7822,2,One woman; one child,Highest age - all female,Local Authority rented unfurnished,0,No home computer,No internet connection,60.86538462,0,0,0,1,1,0,0.82,0,0,0,0,0.47,0.45,6.6,0,0.975,2.56,0,0,1.495,0,0,0.19,0,0.945,0,0,2.76,2.745,0,0,0,0,0,0,0,1.2,0.175,0.295,0,0,0,0,0,0.41,0.475,0,0.995,1.355,0,0,0,0,0.34,0.5,0,0.495,0,0,3.705,0.475,0.735,0,0,1.13,0,0,4,0.645,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.775,0,1.97,3.5,0,0,3,0.83,0,0,0,0,0,0,0,0,0.415,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0.645,0.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995,0,0,0,0,0,0,0,0,0,0,0,0,0,13.24,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.77,1,1,320 - 339.999 pw,Lower supervisory,Fulltime employee,Lower Supervisory & Technical,324.22,109.22,324.22,44,Female,December,Not recorded,South East,South East,288.13,2004,244.3853846,48.015,1.05,21.99,84.59538462,12.83,0,19.4,8.58,44.445,0,0,3.48,22.96,267.3453846,328.8262019,44,44,Medium-low income,0,0,1,0,0,0,One children,From £ 40 to £ 60,From 30 to 55 years
4258,3.456775,13.8271,2,One man and 1 woman,Highest age - all male,Owned with mortgage,2,Home computer present,Internet connection in household,0,0,0,0,2,0,0,5.235,2.96,0,0,2.49,3.29,2,3.7,0,1.755,1.89,0,0.915,5.535,0,5.99,4.345,0,2.125,0,0.86,2.09,1,0.875,0,1.45,0,0,0,0,4.47,0,1.31,0.96,0.495,0,0,0,0,1.845,0,2.915,0,0,0.415,2.375,5.07,0,0,2.985,0,0,0,5.17,0.59,7.29,0,0,0,0,0,1.335,0,0,5.195,3.72,0,0,0,0,10.99,0,0,0,80.3,0,0,0,0,0,20.3,0,0,2.6,0,0,47.825,0,0,0,0,0,0,1.33,0,0,0,0,0,32.5,0,25,0,0,0,2,0,3,2.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.495,0,0,0,0,0,0,0,0,0,0,2.995,5.385,0,0,0,0,0,0,0,0,0,0,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,1.145,0,0,0,0,0,0,0,4.995,2.49,3.115,3.36,1.99,3.225,1.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,575 - 599.999 pw,"Employers (small organisations, non-prof",Self-employed,Small Employers and Own Account Workers,731.42,0,731.42,57,Male,August,Home Computer access to NET,South East,South East,503.17,2004,519.42,89.945,19.905,65.485,29.57,23.35,0.835,10.54,10.82,29.955,0,171.585,67.43,178.1285,697.5485,731.42,57,57,Medium-high income,1,0,0,0,0,0,No children,More than £ 60,More than 55 years
4261,3.77045,15.0818,1,One man,Highest age - all male,Owned with mortgage,0,Home computer present,Internet connection in household,0,0,0,0,1,0,0,0.56,0,0,0.88,1.12,0,0,0,0,0,0,0,0,0.995,0,0,5.125,0,0.29,0,1.69,3.18,0,0.725,0,0.495,0,0,0,0,0,0.315,0.29,0,0,0,0,0,0,0.245,0.38,0.88,0.14,0,3.445,0.345,2.44,0,0,0.49,0.605,0,0,0.945,0,1.42,0,0,1.32,0,0,0,0,0,0,6.975,0,0,0,0,0,0,0,7.04,19.825,0,0,0,0,3.9,0,0,0,0,0,0,10.05,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,15.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0,1.845,0,1.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,575 - 599.999 pw,Lower professional & higher technical (t,Fulltime employee,Lower Managerial & Professionals,580.715,0,580.715,55,Male,August,Home Computer access to NET,South East,South East,425.15,2004,175.205,29.165,14.015,24.5,9.43,0.61,15.615,5,3.37,26.95,0,33.775,12.775,52.28,227.485,585.1741346,55,55,Medium-high income,0,0,1,0,0,0,No children,From £ 20 to £ 40,More than 55 years
4264,5.0501,20.2004,3,Three adults,Highest age - all female,Owned outright,3,Home computer present,Internet connection in household,0,0,0,0,3,0,0.47,3.365,4.15,0.17,3.04,0,2.28,8.77,3.725,8.87,0,0.69,2.575,0,0,5.96,0,3.38,0,2.81,0,3.85,2.83,4.395,1.2,0.36,0.585,0,1.335,0,0,0.32,0.265,1.21,0,0.495,0,0,0,0.295,5.12,0,3.415,0.665,0,1.075,0.205,2.345,0,0,0,0.745,0.64,0,3.515,0,0,0,4.27,1.885,0,0,2.275,4.145,0,0,29.99,0,0,0,3.79,0,1.105,0.5,9.7,40.565,0,0,0,0,0,0,30.745,0,1.14,0,0,2.25,25,0,0,5,0,0,3.695,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.19,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.495,0,6.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3.495,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2.39,1.28,1.865,2,1.99,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,3,3,575 - 599.999 pw,"Employers (small organisations, non-prof",Self-employed,Small Employers and Own Account Workers,1076.685,0,1036.685,54,Male,August,Home Computer access to NET,South East,South East,804,2004,892.495,106.925,45.085,12.5,22.29,5.99,0,497.27,3.13,47.275,0,108.395,43.635,127.43,1019.925,1076.685,58,54,High income,1,0,0,0,0,0,No children,More than £ 60,From 30 to 55 years
4265,3.664075,14.6563,1,One woman,Highest age - all female,Local Authority rented unfurnished,0,No home computer,No internet connection,0,0,0,0,1,0,0,1.25,1.25,0.17,0.645,1,0,0,1.495,0,0.995,0,0,0,0,0,0,0,0.68,0,0,0,0.99,0,1.08,0,0,0,0,0,0,0,0.425,0.67,0,0,0,0,0,0,0.495,0.34,1.235,0.495,0,0.055,0.99,0.175,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.175,0,2.3,0,0,0,0,0,6,0.5,0,6.995,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.495,0,0,0,0,0,0,0,0,0,0,1.24,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.625,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160 - 169.999 pw,Not classifiable for other reasons,Unoc - under min ni age,Not classifiable for other reasons,156.21,156.21,156.21,31,Female,May,Not recorded,South East,South East,156.21,2004,77.775,20.44,6,18.495,6.31,5.415,0,9.625,0,2.92,0,6.575,1.995,0,77.775,240.0373077,31,31,Low income,0,0,0,0,0,1,No children,From £ 20 to £ 40,From 30 to 55 years
4278,4.1587,16.6348,2,One man and 1 woman,Highest age - all female,Owned with mortgage,2,No home computer,No internet connection,0,0,0,0,2,0,0,2.32,4.465,1.01,2.05,0,1.555,0.8,1.06,2.495,1.03,0.395,0.89,0,0,0,0,0,0.56,0.565,0,0,1.76,0.795,0.43,0.78,0,0,0,0,0,0,0.58,0,0,0,1.49,0,0.645,0,0.27,0.36,0.64,0.98,0,0.93,1.17,1.5,0.21,0,1.26,4.94,1.565,0,1.285,0,0.49,0,0,0.95,0,0.475,0.285,0.435,0,0,0,0,0,0,0,0,15.135,0,0,22.605,0,0,0,2.25,0,0,0,0,0,0,0,2.5,0,0,0,0,0.8,1.85,0.8,0,0,0,0,0,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,2.42,0,0,0,0,0,0,0,0,0,7.88,2.835,0,0,16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.515,0,0,0,0,3.85,17.5,0,0,0,0,0,0,0,0,0,0,0,0,1.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,16.125,0,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,0,1.735,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3.27,0.36,1.345,0,0,0,0,0,0,0,7.5,0,0.88,2.69,0.375,2.465,0,4.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,2,2,400 - 424.999 pw,Lower supervisory,Fulltime employee,Lower Supervisory & Technical,643.11,0,635.42,52,Male,May,Not recorded,South East,South East,505.3082,2004,390.29,47.63,15.135,15.485,16.48,7.54,27.205,98.095,6.375,74.545,0,47.345,34.455,120.88,511.17,643.11,54,52,Medium-high income,0,0,1,0,0,0,No children,From £ 40 to £ 60,From 30 to 55 years
4282,4.034975,16.1399,2,One man and 1 woman,Highest age - mixed sex,Owned outright,1,Home computer present,Internet connection in household,0,0,0,0,2,0,0,0.98,0.485,0,1.065,0,0,1.7,0,0,1.015,0.59,0.835,0,1.81,0,0,0,2.35,0,0,0.695,0,0,0.58,0,0.43,0,0,0,0,0,0.325,0,0,0,0.39,0,0,0,0,0,0.41,1.16,0,0.995,0.88,0.24,0.34,0,1.49,0.155,0,0,0.205,0.64,0,0,0,0,0,0,0.185,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.925,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.8,0.65,0,0.79,0,0,0,0,0,0,2.5,0,0.755,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100 - 109.999 pw,Not classifiable for other reasons,Ret unoc over min ni age,Not classifiable for other reasons,153.9015,152.264,153.9015,80,Male,January,Home Computer access to NET,South East,South East,153.574,2004,181.945,22.01,0.41,0,18,3.495,0,97.56,3.9,18.145,0,0,18.425,32.69,214.635,153.9015,80,80,Low income,0,0,0,1,0,0,No children,From £ 20 to £ 40,More than 55 years
